SA2_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
801061069,13,128,148,752,18,1058,0,0,0,0,0,0,111,7,17,7,3,144,16,4,0,12,0,29,14,4,5,12,0,32,241,98,90,643,10,1078,18,0,4,0,0,17,14,0,6,3,0,25,52,13,8,62,0,132,51,11,4,36,0,100,13,6,0,4,0,26,79,0,11,3,0,95,32,33,14,297,8,386,87,21,4,73,0,191,26,0,0,0,0,26,0,0,0,0,0,5,4,0,0,3,0,9,12,0,0,0,0,20,4,0,0,0,0,8,6,7,8,0,0,20,31,8,3,10,0,45,16,0,0,0,0,17,0,0,0,0,0,0,60,27,27,255,5,377,17,0,3,0,0,19,7,3,0,0,0,17,7,4,0,0,0,7,12,0,3,0,0,16,23,0,0,0,0,27,9,3,4,16,0,28,259,32,26,41,12,376,22,8,0,22,88,138,1090,253,213,1560,138,3251,19,121
801061070,14,145,95,707,21,979,0,0,0,0,0,0,48,0,6,9,0,70,19,0,6,14,0,35,35,9,4,6,0,58,271,104,81,630,18,1101,6,0,0,0,0,6,11,0,0,8,0,25,50,9,3,52,4,124,17,7,7,7,0,37,11,0,0,5,0,23,55,7,0,0,0,63,64,28,11,330,10,442,48,13,7,38,5,104,10,0,3,0,0,17,0,0,0,3,0,7,10,0,3,0,0,17,5,4,4,0,0,14,3,0,0,4,0,9,19,6,7,0,0,28,26,3,0,15,0,44,16,4,0,0,0,19,0,0,0,0,0,0,59,31,36,270,3,399,0,0,0,0,0,4,12,0,0,0,0,18,5,3,0,4,0,13,0,5,4,0,0,16,11,0,0,0,0,13,16,5,6,8,0,31,172,27,27,41,0,270,9,0,5,15,73,103,869,238,183,1509,114,2921,16,97
801061129,3,43,39,241,0,326,0,0,0,0,0,0,36,4,0,3,3,42,4,0,0,0,0,4,3,4,3,4,0,19,81,35,29,251,0,396,3,0,0,0,0,5,12,0,3,3,0,20,16,10,4,29,0,56,11,3,0,4,0,24,0,0,0,0,0,0,17,0,3,0,0,24,14,8,6,137,0,170,15,6,3,10,0,32,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,8,4,0,4,3,0,9,8,0,0,0,0,5,4,0,0,0,0,4,23,10,9,93,0,141,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,3,0,10,80,12,6,20,3,119,8,0,0,7,151,159,331,87,68,540,159,1181,8,40
801061130,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32,0,41,0,0
801061131,7,126,102,658,16,914,0,0,0,0,0,0,72,3,15,9,0,99,10,4,0,0,0,16,23,16,4,19,0,60,243,122,85,605,15,1061,16,0,3,0,0,19,24,7,7,11,0,48,43,14,5,95,0,153,29,3,0,9,0,38,4,3,0,0,0,10,46,0,0,0,0,52,69,28,24,341,11,475,21,17,0,47,0,86,11,0,4,4,0,13,0,0,3,0,0,13,4,0,0,0,0,4,3,4,5,6,0,20,0,0,0,0,0,3,10,5,3,0,0,23,17,4,4,11,0,37,13,0,0,0,0,20,0,0,0,0,0,0,67,28,23,217,5,338,9,0,0,0,0,5,6,0,0,0,0,8,6,0,0,0,0,10,19,0,0,0,0,19,13,0,0,0,0,12,9,4,5,9,0,28,214,20,23,50,9,316,3,0,0,8,269,277,835,250,181,1408,314,2974,21,171
801071071,34,213,174,1647,29,2086,0,0,0,13,0,13,61,0,7,5,3,76,53,23,3,15,3,96,32,9,11,43,0,98,331,166,153,983,28,1657,67,0,3,0,0,75,3,0,3,7,0,16,52,22,18,143,5,240,4,0,0,5,0,12,14,7,0,5,0,29,54,0,0,3,0,57,41,38,26,416,10,528,37,10,9,83,3,144,0,0,0,0,0,0,0,3,0,0,3,12,9,3,0,6,0,14,5,6,0,5,0,20,16,9,0,4,4,30,14,12,4,4,0,31,27,10,4,24,0,66,10,0,0,0,0,17,0,5,0,0,0,5,69,40,36,318,8,470,20,3,0,0,0,19,17,0,3,0,0,19,46,10,0,7,0,66,21,0,0,0,0,24,40,0,5,0,3,43,10,4,5,17,0,28,301,54,40,50,4,454,33,7,8,41,259,342,1217,388,305,2818,335,5060,25,231
801071072,27,136,105,1047,19,1335,0,0,0,20,0,19,139,0,9,4,3,160,26,4,4,7,0,39,38,17,4,23,0,90,237,125,85,762,16,1222,38,0,4,0,0,40,4,0,0,5,0,11,32,13,9,108,0,168,19,8,5,21,0,42,8,0,0,0,0,12,97,7,0,0,0,100,51,29,10,336,3,433,51,11,7,43,0,109,6,0,0,0,0,6,25,0,3,3,0,35,8,0,0,0,0,4,0,4,0,5,0,15,3,5,0,4,0,10,8,4,0,0,0,18,41,0,8,16,0,65,35,0,0,0,0,33,0,0,0,0,3,4,51,30,21,215,5,323,31,5,0,4,0,38,14,9,5,0,0,23,22,7,0,3,0,31,29,0,0,0,0,29,92,0,0,0,0,90,14,3,9,9,0,34,306,32,30,37,9,411,19,8,0,35,94,159,1286,274,196,1939,142,3842,23,139
801071073,30,252,200,1944,20,2443,0,0,0,10,0,14,85,5,3,10,0,98,22,4,3,3,0,35,44,19,24,45,0,136,325,237,152,1243,22,1980,47,4,5,0,0,56,4,0,0,18,0,32,66,31,20,142,4,264,23,5,0,21,0,47,18,3,4,3,0,26,63,4,6,0,0,73,67,55,30,573,3,732,57,22,10,69,0,153,11,0,0,0,0,12,35,3,0,4,0,44,10,4,0,3,0,15,14,4,0,13,0,29,16,9,9,0,0,28,21,0,3,3,0,31,42,10,8,22,0,83,15,0,6,0,0,27,9,3,0,0,0,15,98,65,39,377,8,585,18,0,0,0,0,22,19,0,0,0,0,29,50,7,9,8,0,75,5,5,0,0,0,10,39,0,0,0,0,46,8,3,5,27,0,41,315,48,51,68,8,496,31,5,6,72,143,253,1384,474,341,3428,202,5837,40,223
801071074,15,244,156,1891,37,2342,0,0,0,16,0,16,46,5,4,12,4,68,37,5,4,15,0,68,31,14,15,31,5,87,313,189,142,1171,26,1841,42,0,10,0,0,58,9,5,0,10,0,19,59,18,18,115,3,218,15,12,3,15,0,47,5,3,0,0,0,10,26,0,0,0,0,31,51,27,34,520,13,649,62,16,11,71,0,154,0,0,0,0,0,0,23,0,0,7,0,29,14,3,0,0,0,21,13,10,5,14,0,44,18,9,5,6,0,34,21,13,14,3,0,50,33,9,4,11,0,54,4,0,0,0,0,8,14,0,8,0,0,26,89,49,35,327,9,507,17,4,0,0,0,25,15,0,0,8,0,25,20,3,0,7,0,28,6,4,0,0,0,12,35,0,0,0,0,37,12,6,5,16,0,30,259,66,40,61,10,437,24,5,0,68,93,187,1116,440,302,3191,187,5231,36,232
801071075,34,244,165,1768,25,2234,0,0,0,5,0,8,86,3,5,12,3,107,69,14,3,21,0,104,35,21,13,35,0,110,334,243,137,1114,36,1862,66,6,4,0,0,78,10,8,0,4,0,18,49,27,14,112,0,200,17,7,4,9,0,38,13,0,0,7,0,25,50,4,3,0,3,66,72,55,22,360,17,530,38,23,6,66,0,142,0,0,0,0,0,0,13,0,0,0,0,18,3,0,0,0,0,10,19,5,8,20,0,51,3,0,0,3,0,7,13,9,0,0,3,28,60,7,5,16,5,93,4,6,0,0,0,19,17,0,0,0,0,17,96,56,36,290,12,490,16,7,6,0,0,30,16,0,0,0,0,10,21,6,5,9,0,42,19,0,0,0,0,25,40,0,3,0,0,47,11,8,6,15,0,39,314,60,40,63,9,493,25,9,8,60,139,241,1349,503,312,2923,227,5311,35,255
801071076,18,142,137,894,19,1200,0,0,0,4,0,4,69,4,18,6,0,97,35,3,0,3,0,43,26,15,7,14,0,65,264,108,103,629,20,1125,17,7,9,0,0,23,0,3,0,5,0,9,38,14,9,78,0,136,36,0,3,18,0,59,13,6,0,0,0,20,35,3,10,0,0,43,53,31,23,274,0,381,47,18,3,32,0,94,7,0,0,0,0,9,37,5,0,0,0,38,4,0,0,0,0,4,9,5,0,0,0,18,0,0,0,0,0,0,7,3,3,0,0,20,18,4,0,4,0,29,16,0,0,6,0,31,0,0,0,0,0,0,63,31,25,227,7,347,7,0,0,0,0,18,16,0,3,0,0,17,15,4,0,0,0,21,8,0,0,0,0,8,11,0,3,0,0,12,11,0,7,8,0,27,133,37,20,32,7,224,18,3,0,32,47,103,878,270,226,1625,91,3080,16,132
801071077,18,123,104,972,25,1239,0,0,0,11,0,11,44,0,9,11,0,65,20,0,0,6,0,29,22,12,6,18,0,58,151,87,74,611,21,941,20,0,3,0,0,26,6,0,0,5,0,13,18,8,6,73,4,107,14,0,0,9,0,26,6,4,0,6,0,17,16,0,0,0,5,23,23,12,14,278,7,339,40,4,3,42,6,91,6,0,0,0,0,6,24,0,0,0,5,32,0,0,0,0,0,3,5,0,0,0,0,11,7,0,0,0,0,7,9,3,0,0,0,16,20,0,3,10,0,35,3,0,0,0,0,3,8,0,4,0,0,14,47,23,19,198,11,300,17,0,0,4,0,24,4,0,4,0,0,14,13,0,0,4,0,9,4,0,0,0,0,4,24,0,0,0,0,21,6,0,0,3,0,11,124,27,32,41,3,224,22,4,5,28,52,109,629,203,175,1712,119,2841,28,127
801071078,68,343,254,2337,47,3049,0,0,0,20,0,25,138,8,9,19,7,180,69,13,3,30,0,123,72,22,9,75,3,180,449,297,213,1588,50,2596,85,0,13,8,4,107,19,6,4,14,0,35,102,31,21,167,0,326,37,3,6,18,3,75,3,6,0,4,0,14,133,4,4,0,0,145,80,82,28,682,15,885,84,37,14,91,3,224,4,0,0,0,0,7,28,10,0,10,5,48,14,4,0,5,0,19,22,6,6,19,0,56,6,0,0,0,4,13,14,7,11,3,0,42,53,5,9,17,0,89,7,3,0,4,0,18,0,0,0,3,0,9,118,66,57,428,11,674,34,12,3,7,0,57,23,0,0,0,0,25,42,3,0,6,0,59,55,3,0,0,0,61,74,0,0,0,3,78,10,5,4,27,0,43,537,77,62,84,10,767,30,5,4,97,288,429,2073,655,441,4173,421,7770,58,328
801071079,23,121,108,956,29,1239,0,0,0,6,0,6,38,0,9,0,0,50,18,0,0,0,0,26,33,9,6,16,0,62,203,105,77,686,16,1088,24,0,0,0,0,24,3,0,0,8,0,14,39,15,4,63,5,122,12,0,0,5,0,20,11,0,0,0,0,13,28,0,0,3,0,33,36,19,26,304,4,392,60,21,6,57,3,135,7,0,0,0,0,7,24,0,0,3,0,28,0,0,0,0,0,0,3,0,0,6,0,10,6,3,0,5,0,7,4,8,0,0,0,15,24,5,0,5,0,31,14,0,4,7,0,20,0,0,0,0,0,0,65,34,27,214,5,346,4,0,0,0,0,6,4,3,0,0,0,11,9,3,0,7,0,22,6,0,0,0,0,12,21,0,0,0,0,20,5,0,0,6,0,11,154,25,21,31,4,232,16,4,8,50,105,174,767,222,167,1753,156,3067,30,111
801071080,10,54,28,349,10,451,0,0,0,5,0,5,74,0,0,0,0,75,13,0,0,0,0,13,10,8,0,9,0,26,99,49,44,306,7,504,9,0,4,0,0,16,3,0,0,0,0,7,16,5,7,38,4,72,4,0,0,3,0,9,5,0,0,0,0,11,77,0,0,0,0,81,16,10,14,136,8,188,13,14,0,19,0,48,10,0,0,0,0,10,3,0,0,0,0,5,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,7,15,0,0,0,0,18,13,0,0,0,0,22,3,0,0,0,0,5,0,0,0,0,0,0,25,11,10,97,4,144,5,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,7,4,0,0,0,0,6,6,0,0,7,0,10,116,7,9,11,0,153,8,0,0,13,22,47,510,103,76,711,50,1453,14,66
801071081,41,179,129,1311,33,1688,0,0,0,10,0,12,110,3,8,8,0,124,46,7,0,12,0,63,45,10,15,34,4,106,232,145,95,932,17,1422,65,0,3,0,0,70,4,7,0,7,0,17,36,19,11,117,0,182,10,5,0,7,0,23,10,3,0,0,0,12,85,0,0,0,0,87,31,27,20,349,0,425,52,23,7,62,0,145,5,0,0,0,0,6,24,6,0,5,0,34,19,0,0,3,0,28,14,5,5,12,0,42,9,3,3,3,0,18,16,9,6,0,0,35,14,7,0,7,0,36,9,0,0,0,0,16,19,5,0,0,0,22,54,41,27,234,3,354,24,6,0,4,0,30,3,0,0,0,0,5,17,0,6,9,0,37,32,0,0,4,0,34,83,0,6,0,0,85,11,3,4,9,0,28,273,32,14,54,14,386,15,5,3,60,105,189,1218,322,227,2382,167,4314,27,157
801071082,88,704,544,4744,93,6166,0,6,0,45,0,49,205,12,25,38,11,283,120,26,10,30,6,194,142,58,39,93,0,335,1068,559,455,3553,95,5735,101,9,10,6,9,130,38,11,0,28,8,84,237,80,50,409,15,797,81,24,14,44,6,162,46,10,0,16,0,77,177,14,5,6,0,196,216,141,100,1719,20,2204,181,76,22,143,7,424,9,0,5,0,3,17,16,10,7,6,0,38,13,4,0,0,0,14,28,7,8,24,0,62,25,6,6,4,3,46,47,43,17,12,5,123,115,21,12,31,3,183,30,10,4,8,0,47,15,8,3,0,6,33,253,159,123,1050,36,1614,70,4,4,8,0,88,39,9,8,3,0,64,87,15,10,14,3,131,32,0,0,3,0,35,52,0,5,0,3,61,48,15,7,55,0,128,790,130,142,203,26,1285,47,17,13,147,412,636,3652,1287,984,8844,678,15447,94,624
801071083,7,65,49,505,9,634,0,0,0,4,0,4,16,0,0,8,0,27,0,0,0,8,0,5,13,13,8,12,0,44,117,65,43,310,19,549,0,0,0,0,0,5,0,0,3,0,0,11,11,5,3,45,0,64,11,4,0,4,0,15,0,0,0,0,0,3,8,5,0,3,0,22,29,7,12,140,9,196,12,4,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,6,0,0,3,0,8,0,0,0,0,0,0,4,6,4,3,0,15,11,0,0,3,0,15,0,0,0,4,0,4,0,0,0,0,0,0,28,13,11,129,3,182,9,0,5,0,0,4,11,0,0,0,0,12,8,0,0,3,0,10,3,0,0,0,0,8,15,0,0,0,0,15,5,3,0,0,0,10,56,14,9,21,0,95,9,0,0,21,13,39,334,126,86,870,43,1460,16,72
801071084,45,200,159,1639,38,2094,0,0,0,10,5,16,94,0,9,13,6,118,51,4,0,14,0,69,48,24,15,27,0,106,327,186,120,1136,25,1797,31,0,9,0,0,42,14,4,0,8,0,27,81,23,6,147,0,263,18,0,0,17,0,41,16,0,0,4,0,23,137,0,5,3,0,152,70,33,32,451,6,588,78,26,9,53,5,168,5,0,0,0,0,7,39,10,6,0,0,59,13,0,0,0,0,16,26,7,0,14,0,49,0,0,0,0,0,4,15,11,7,3,0,42,41,12,0,7,0,56,12,0,0,0,0,13,3,0,0,0,0,0,115,46,26,357,12,555,40,5,0,3,3,48,18,0,0,0,0,20,34,4,6,0,0,40,43,0,0,0,0,37,113,0,3,0,0,121,12,0,0,14,0,30,365,38,38,47,14,505,29,4,7,38,89,169,1670,387,275,2886,188,5422,39,194
801071085,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
801071086,10,65,58,543,9,674,0,0,0,5,0,5,38,0,0,0,0,45,10,3,0,3,0,14,14,9,10,11,3,43,117,62,46,397,18,634,7,0,3,4,0,13,3,0,0,6,0,8,13,7,3,57,0,82,10,3,0,3,0,18,5,4,0,0,0,9,24,4,0,0,0,29,26,15,10,175,4,231,25,4,0,19,0,53,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,5,0,0,0,10,3,5,0,4,0,10,12,0,6,3,0,19,12,0,3,5,0,14,4,0,0,4,0,3,10,0,0,0,0,10,21,19,8,117,0,170,0,0,0,0,0,4,9,0,0,0,0,9,14,3,0,0,0,20,5,0,0,0,0,5,20,0,0,0,0,20,10,0,0,8,0,14,88,20,12,14,8,134,13,4,0,22,40,78,463,135,103,1014,77,1784,8,78
801071087,15,128,87,1098,29,1360,0,0,0,4,0,3,55,0,0,10,0,63,31,9,0,5,0,43,24,7,6,21,0,60,193,111,88,624,27,1042,26,0,0,0,0,19,0,0,4,4,0,4,47,17,4,86,5,155,16,3,4,10,0,29,13,0,0,3,0,20,21,0,0,0,0,26,38,14,17,207,3,279,29,3,13,18,0,71,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,9,9,4,5,11,0,29,13,3,0,0,0,19,14,0,0,0,0,19,15,0,4,9,0,32,3,0,0,0,0,9,18,0,0,0,0,18,43,28,21,159,0,241,20,3,0,4,0,28,8,0,0,0,0,7,23,3,0,8,0,34,6,0,0,0,0,6,32,0,4,0,0,34,7,4,0,15,0,26,146,29,18,35,6,236,19,8,3,59,122,198,763,235,176,1772,191,3136,19,118
801071088,33,211,138,1369,13,1767,0,0,0,0,0,0,32,8,3,6,0,50,28,0,0,12,0,46,38,15,4,24,0,82,242,167,104,883,24,1417,24,0,0,0,0,24,4,3,0,10,0,22,47,15,6,120,0,190,14,3,0,0,0,28,21,0,3,0,0,27,55,0,0,0,0,54,31,32,18,361,10,458,33,22,6,40,0,98,0,0,7,0,0,7,16,0,0,4,5,20,0,0,0,0,0,0,8,4,0,10,0,23,3,0,0,9,0,8,7,12,3,5,0,39,31,6,7,3,0,55,8,0,0,0,0,17,28,0,0,0,0,26,62,27,27,213,0,334,11,5,0,0,0,12,9,0,4,0,0,13,18,3,0,0,0,25,5,0,0,0,9,13,24,3,9,0,0,33,4,5,4,17,0,21,191,37,32,39,14,311,32,6,0,66,109,209,899,360,232,2361,170,4020,29,205
801071089,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,19,3,34,0,0
801071090,39,349,274,2297,58,3018,0,4,0,22,0,29,128,10,12,13,0,158,43,0,0,7,0,54,66,23,16,34,7,142,553,292,207,1756,42,2851,22,0,3,0,0,21,30,6,0,7,0,42,77,28,27,214,0,348,53,6,5,33,4,105,26,0,0,11,0,39,91,6,0,0,3,101,122,73,51,863,17,1129,123,29,16,86,5,264,21,0,6,5,0,28,23,5,0,0,0,32,14,0,4,0,0,23,11,7,6,5,0,26,21,7,4,5,0,36,40,15,18,5,0,74,46,11,0,19,0,80,23,6,0,8,0,33,7,0,0,0,0,7,151,91,82,529,14,854,20,6,0,4,0,28,3,6,0,0,0,15,49,3,3,15,0,76,19,0,4,0,0,25,24,0,0,0,5,27,7,5,9,32,3,53,465,84,81,59,16,707,29,4,11,63,189,293,1976,624,483,4383,319,7788,42,302
801071132,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0
